employee_id,first_name,last_name,email,phone_number,hire_date,job_id,salary,commission_pct,manager_id,department_id
271,Jessica,Brown,jessica.brown271@company.com,555-516-8622,2025-10-29,FIN,65465.38,,244,5
272,Barbara,Johnson,barbara.johnson272@company.com,555-523-7257,2024-04-21,HR,72238.74,,46,4
273,Mary,Smith,mary.smith273@company.com,555-400-7297,2023-08-07,ENG,112950.87,,76,4
274,David,Johnson,david.johnson274@company.com,555-532-4484,2022-11-03,MGR,95440.32,,124,2
275,Patricia,Williams,patricia.williams275@company.com,555-756-3312,2024-03-09,MGR,135855.22,,1,4
276,James,Johnson,james.johnson276@company.com,555-858-4922,2024-10-28,CEO,390923.26,,233,2
277,William,Miller,william.miller277@company.com,555-663-3671,2025-06-29,SUP,60398.13,,260,3
278,Linda,Rodriguez,linda.rodriguez278@company.com,555-304-1477,2021-02-26,SUP,53027.01,,97,4
279,James,Jones,james.jones279@company.com,555-796-2260,2021-10-12,SUP,61856.64,,151,5
280,Michael,Thomas,michael.thomas280@company.com,555-453-2711,2022-12-04,SUP,52018.12,,1,1
281,Linda,Thomas,linda.thomas281@company.com,555-533-7334,2022-06-26,ENG,109887.32,,154,2
282,Elizabeth,Brown,elizabeth.brown282@company.com,555-572-6445,2023-06-10,REP,69755.99,0.1,76,6
283,Barbara,Johnson,barbara.johnson283@company.com,555-803-3792,2024-06-27,CEO,213217.53,,123,5
284,Joseph,Johnson,joseph.johnson284@company.com,555-244-5363,2025-08-02,ENG,109812.45,,154,1
285,Michael,Martin,michael.martin285@company.com,555-262-5337,2025-02-08,FIN,104103.02,,153,4
286,Thomas,Martin,thomas.martin286@company.com,555-285-4904,2021-04-27,SUP,61670.77,,251,1
287,James,Rodriguez,james.rodriguez287@company.com,555-413-9361,2025-07-03,FIN,98153.26,,155,2
288,Thomas,Moore,thomas.moore288@company.com,555-234-8455,2023-06-14,MGR,133365.39,,140,3
289,John,Williams,john.williams289@company.com,555-336-2830,2021-06-25,SUP,53041.33,,162,6
290,John,Anderson,john.anderson290@company.com,555-440-8743,2022-08-31,MGR,98124.32,,94,1
291,Thomas,Brown,thomas.brown291@company.com,555-228-8157,2021-09-22,ENG,117971.41,,113,6
292,Michael,Lopez,michael.lopez292@company.com,555-414-1028,2022-10-05,SUP,59011.24,,141,1
293,Charles,Garcia,charles.garcia293@company.com,555-995-7852,2021-09-26,HR,69697.72,,281,4
294,Mary,Thomas,mary.thomas294@company.com,555-589-3930,2022-11-25,CEO,465218.5,,182,3
295,Charles,Williams,charles.williams295@company.com,555-465-2378,2021-03-03,ENG,76526.28,,138,1
296,Susan,Hernandez,susan.hernandez296@company.com,555-237-6599,2022-08-28,REP,74731.59,0.05,266,4
297,Michael,Williams,michael.williams297@company.com,555-878-8024,2021-03-19,HR,67279.81,,137,6
298,Charles,Moore,charles.moore298@company.com,555-505-4126,2022-01-03,FIN,65267.44,,281,4
299,Sarah,Johnson,sarah.johnson299@company.com,555-598-6780,2024-01-13,SUP,39179.92,,230,1
300,Charles,Jones,charles.jones300@company.com,555-286-9880,2022-07-02,MGR,137181.65,,230,3
301,Elizabeth,Williams,elizabeth.williams301@company.com,555-566-9014,2025-07-02,FIN,68624.24,,213,5
302,Richard,Smith,richard.smith302@company.com,555-980-8918,2024-06-09,REP,54329.45,0.05,195,3
303,David,Johnson,david.johnson303@company.com,555-534-8379,2022-11-20,MGR,104956.48,,200,2
304,Linda,Garcia,linda.garcia304@company.com,555-422-5354,2025-10-27,MGR,114635.29,,6,3
305,Sarah,Martin,sarah.martin305@company.com,555-133-3807,2022-10-26,SUP,45911.5,,133,3
306,Mary,Martin,mary.martin306@company.com,555-787-7064,2021-08-22,MGR,125548.22,,278,3
307,Barbara,Brown,barbara.brown307@company.com,555-716-4344,2025-08-05,SUP,40359.66,,26,6
308,Mary,Williams,mary.williams308@company.com,555-289-7934,2022-09-19,ENG,121210.36,,187,1
309,Mary,Miller,mary.miller309@company.com,555-893-9078,2022-03-06,FIN,105656.49,,62,2
310,Jennifer,Rodriguez,jennifer.rodriguez310@company.com,555-461-1301,2023-08-31,CEO,478392.54,,4,6
311,Linda,Miller,linda.miller311@company.com,555-833-6867,2021-06-17,CEO,306891.61,,150,2
312,Sarah,Jones,sarah.jones312@company.com,555-805-4317,2021-08-29,MGR,97301.54,,277,5
313,Mary,Gonzalez,mary.gonzalez313@company.com,555-429-3415,2021-02-11,ENG,132547.45,,10,5
314,Barbara,Jackson,barbara.jackson314@company.com,555-527-8616,2024-12-01,REP,69683.73,0.2,235,5
315,Thomas,Williams,thomas.williams315@company.com,555-910-9832,2025-10-13,FIN,99356.72,,204,2
316,Elizabeth,Anderson,elizabeth.anderson316@company.com,555-857-4116,2021-05-19,FIN,68181.23,,129,3
317,Elizabeth,Rodriguez,elizabeth.rodriguez317@company.com,555-251-4964,2022-07-28,ENG,97333.95,,175,4
318,Robert,Johnson,robert.johnson318@company.com,555-229-6614,2023-04-06,HR,82424.54,,64,3
319,Linda,Johnson,linda.johnson319@company.com,555-713-5006,2023-07-27,REP,58140.59,0.05,49,5
320,Susan,Taylor,susan.taylor320@company.com,555-548-7709,2023-12-02,ENG,159953.3,,252,6
321,William,Martinez,william.martinez321@company.com,555-345-5362,2025-02-18,SUP,46347.24,,280,4
322,James,Thomas,james.thomas322@company.com,555-599-1124,2021-09-25,REP,55903.53,0.1,59,5
323,James,Thomas,james.thomas323@company.com,555-839-9702,2025-07-20,HR,46888.2,,95,5
324,Karen,Jones,karen.jones324@company.com,555-939-2944,2023-01-19,ENG,145702.13,,235,2
325,Linda,Brown,linda.brown325@company.com,555-477-1590,2025-06-13,SUP,63804.65,,140,1
326,Robert,Jones,robert.jones326@company.com,555-853-6740,2023-09-11,CEO,318355.54,,289,2
327,Jennifer,Garcia,jennifer.garcia327@company.com,555-789-1623,2022-12-14,CEO,439311.48,,184,4
328,Jennifer,Jones,jennifer.jones328@company.com,555-595-9142,2022-03-12,HR,65570.46,,207,5
329,Thomas,Anderson,thomas.anderson329@company.com,555-652-8528,2021-12-20,FIN,98425.09,,145,4
330,Mary,Martinez,mary.martinez330@company.com,555-425-2464,2025-07-20,FIN,83575.66,,99,3
331,John,Rodriguez,john.rodriguez331@company.com,555-261-5284,2025-04-14,REP,44006.06,0.05,41,2
332,John,Johnson,john.johnson332@company.com,555-534-8761,2025-03-16,FIN,81598.28,,136,3
333,Richard,Hernandez,richard.hernandez333@company.com,555-843-1979,2022-02-07,REP,71632.28,0.05,87,6
334,Sarah,Johnson,sarah.johnson334@company.com,555-872-1423,2021-06-29,MGR,124072.48,,54,4
335,Karen,Wilson,karen.wilson335@company.com,555-496-7136,2022-05-21,CEO,288455.11,,78,4
336,Linda,Wilson,linda.wilson336@company.com,555-624-2461,2023-11-09,FIN,90855.22,,216,1
337,Mary,Rodriguez,mary.rodriguez337@company.com,555-997-3445,2025-11-04,REP,58557.71,0.05,329,1
338,Susan,Martin,susan.martin338@company.com,555-443-7226,2025-03-31,MGR,139553.3,,27,5
339,Charles,Hernandez,charles.hernandez339@company.com,555-310-6317,2021-02-04,MGR,117402.35,,96,6
340,Patricia,Miller,patricia.miller340@company.com,555-350-3093,2025-05-12,HR,79568.32,,77,2
341,William,Jackson,william.jackson341@company.com,555-799-2722,2023-11-13,ENG,112088.51,,105,6
342,Richard,Anderson,richard.anderson342@company.com,555-425-3846,2025-11-11,CEO,453310.61,,221,3
343,David,Martinez,david.martinez343@company.com,555-469-7163,2022-07-03,REP,53169.78,0.05,141,4
344,Michael,Jones,michael.jones344@company.com,555-649-2830,2023-06-01,REP,82257.43,0.15,237,2
345,Patricia,Wilson,patricia.wilson345@company.com,555-309-8691,2022-06-08,REP,84143.34,0.1,251,4
346,Barbara,Moore,barbara.moore346@company.com,555-788-9015,2024-04-23,SUP,40400.89,,168,5
347,Mary,Davis,mary.davis347@company.com,555-165-5605,2023-08-07,MGR,101326.93,,270,5
348,Karen,Gonzalez,karen.gonzalez348@company.com,555-302-5790,2022-02-07,SUP,36748.02,,181,4
349,Charles,Moore,charles.moore349@company.com,555-690-4112,2021-04-21,FIN,92753.75,,193,1
350,James,Jackson,james.jackson350@company.com,555-778-2938,2025-08-03,FIN,73704.07,,82,4
351,Patricia,Lopez,patricia.lopez351@company.com,555-710-9926,2024-10-06,FIN,75225.61,,154,5
352,Linda,Thomas,linda.thomas352@company.com,555-390-9191,2021-01-31,FIN,85544.35,,240,4
353,Robert,Martin,robert.martin353@company.com,555-778-1057,2022-07-29,MGR,137255.27,,287,1
354,Karen,Jones,karen.jones354@company.com,555-866-9444,2025-02-26,FIN,65425.07,,344,3
355,Robert,Miller,robert.miller355@company.com,555-134-4182,2024-05-30,HR,83705.51,,78,5
356,Joseph,Jones,joseph.jones356@company.com,555-565-7274,2025-10-15,HR,80365.44,,26,3
357,William,Johnson,william.johnson357@company.com,555-984-1440,2025-01-28,MGR,124274.02,,43,3
358,Michael,Wilson,michael.wilson358@company.com,555-450-4642,2022-06-25,MGR,91127.15,,110,6
359,Joseph,Gonzalez,joseph.gonzalez359@company.com,555-899-6557,2023-02-04,HR,65458.5,,251,5
360,Patricia,Rodriguez,patricia.rodriguez360@company.com,555-656-1024,2021-01-08,ENG,136031.48,,95,6
361,Richard,Smith,richard.smith361@company.com,555-459-7329,2023-12-20,FIN,80349.35,,186,1
362,Thomas,Gonzalez,thomas.gonzalez362@company.com,555-758-6777,2024-01-09,HR,51685.7,,14,2
363,Sarah,Miller,sarah.miller363@company.com,555-257-3152,2022-01-13,MGR,101444.12,,67,5
364,Michael,Miller,michael.miller364@company.com,555-256-2342,2023-07-15,FIN,96184.09,,25,2
365,Patricia,Miller,patricia.miller365@company.com,555-805-8740,2025-02-10,FIN,86303.19,,196,2
366,Elizabeth,Rodriguez,elizabeth.rodriguez366@company.com,555-749-7045,2024-06-06,HR,73901.1,,337,3
367,James,Lopez,james.lopez367@company.com,555-493-2481,2021-04-28,MGR,104009.51,,302,1
368,Thomas,Brown,thomas.brown368@company.com,555-802-3222,2023-10-18,REP,83344.98,0.15,228,6
369,Robert,Miller,robert.miller369@company.com,555-121-4436,2021-03-26,CEO,165502.07,,29,2
370,Richard,Johnson,richard.johnson370@company.com,555-550-2016,2021-05-12,REP,48203.61,0.15,114,4
371,Michael,Smith,michael.smith371@company.com,555-664-8081,2022-04-02,FIN,68724.86,,122,1
372,David,Rodriguez,david.rodriguez372@company.com,555-770-9130,2024-12-09,MGR,139591.85,,335,4
373,Linda,Rodriguez,linda.rodriguez373@company.com,555-126-8036,2022-12-27,MGR,104673.53,,104,3
374,Thomas,Martin,thomas.martin374@company.com,555-572-7954,2021-08-15,FIN,109636.05,,280,3
375,Charles,Smith,charles.smith375@company.com,555-479-8960,2023-10-23,REP,75213.67,0.05,155,6
376,Mary,Gonzalez,mary.gonzalez376@company.com,555-457-5638,2021-12-29,ENG,76416.09,,65,2
377,Charles,Rodriguez,charles.rodriguez377@company.com,555-661-7612,2022-09-22,CEO,156072.87,,210,1
378,Karen,Miller,karen.miller378@company.com,555-677-5306,2021-11-22,REP,84747.78,0.15,135,3
379,Karen,Johnson,karen.johnson379@company.com,555-926-8613,2021-01-05,SUP,57147.39,,193,2
380,Charles,Martin,charles.martin380@company.com,555-590-2685,2021-07-05,FIN,92458.16,,282,1
381,John,Wilson,john.wilson381@company.com,555-487-7416,2024-02-07,SUP,44471.54,,194,1
382,Charles,Hernandez,charles.hernandez382@company.com,555-108-8307,2022-01-11,REP,53865.98,0.05,259,3
383,James,Garcia,james.garcia383@company.com,555-280-8116,2022-06-06,HR,48403.67,,132,6
384,Susan,Martinez,susan.martinez384@company.com,555-189-2979,2022-05-06,SUP,41778.74,,344,3
385,Robert,Martinez,robert.martinez385@company.com,555-921-5309,2023-03-12,FIN,90127.94,,226,5
386,Patricia,Martin,patricia.martin386@company.com,555-319-6917,2025-09-06,CEO,367401.94,,322,3
387,Jennifer,Jones,jennifer.jones387@company.com,555-515-1973,2021-05-05,CEO,203464.99,,228,6
388,Elizabeth,Garcia,elizabeth.garcia388@company.com,555-243-4645,2022-06-30,SUP,54326.49,,250,3
389,Sarah,Miller,sarah.miller389@company.com,555-282-5253,2022-01-22,ENG,111777.75,,173,2
390,Elizabeth,Lopez,elizabeth.lopez390@company.com,555-276-9626,2021-12-22,SUP,44016.31,,105,5
391,David,Davis,david.davis391@company.com,555-411-7497,2024-03-23,MGR,88543.93,,235,6
392,Thomas,Williams,thomas.williams392@company.com,555-462-3203,2023-08-29,FIN,72991.68,,316,3
393,Jennifer,Davis,jennifer.davis393@company.com,555-883-3039,2025-04-13,FIN,93257.86,,111,2
394,William,Martin,william.martin394@company.com,555-999-1233,2025-07-30,SUP,49028.47,,134,2
395,Elizabeth,Miller,elizabeth.miller395@company.com,555-376-2097,2025-11-22,CEO,452529.59,,150,6
396,David,Lopez,david.lopez396@company.com,555-612-3783,2023-07-17,REP,40248.15,0.1,269,5
397,Susan,Johnson,susan.johnson397@company.com,555-674-7159,2024-05-11,FIN,101633.87,,168,1
398,Robert,Lopez,robert.lopez398@company.com,555-168-1177,2021-03-15,REP,76286.52,0.15,125,6
399,David,Anderson,david.anderson399@company.com,555-373-6357,2025-12-01,FIN,84716.51,,116,4
400,Patricia,Anderson,patricia.anderson400@company.com,555-923-4916,2024-06-04,ENG,113573.8,,30,6
401,Jessica,Lopez,jessica.lopez401@company.com,555-850-6220,2023-06-30,CEO,422543.12,,332,5
402,Charles,Wilson,charles.wilson402@company.com,555-491-8018,2022-05-15,SUP,50888.53,,6,5
403,Patricia,Jones,patricia.jones403@company.com,555-806-3801,2025-02-13,MGR,118229.93,,191,4
404,John,Brown,john.brown404@company.com,555-374-9679,2024-11-07,FIN,102668.98,,106,1
405,Michael,Rodriguez,michael.rodriguez405@company.com,555-198-3484,2024-04-07,FIN,71776.53,,138,2
406,Thomas,Jones,thomas.jones406@company.com,555-136-2025,2022-10-07,HR,59082.21,,109,3
407,David,Johnson,david.johnson407@company.com,555-514-2246,2022-07-08,MGR,109368.22,,118,5
408,Joseph,Taylor,joseph.taylor408@company.com,555-862-8730,2023-11-07,FIN,98298.29,,272,6
409,Linda,Wilson,linda.wilson409@company.com,555-524-7457,2024-06-26,CEO,167920.01,,247,2
410,Sarah,Hernandez,sarah.hernandez410@company.com,555-354-4963,2023-07-11,SUP,39118.74,,190,1
411,Mary,Lopez,mary.lopez411@company.com,555-635-6802,2021-10-19,MGR,80234.64,,113,6
412,Jennifer,Martin,jennifer.martin412@company.com,555-729-1636,2022-01-27,CEO,473326.57,,223,1
413,John,Smith,john.smith413@company.com,555-657-5246,2025-03-14,CEO,172088.52,,155,6
414,Susan,Rodriguez,susan.rodriguez414@company.com,555-746-2128,2023-04-04,SUP,59659.17,,134,1
415,Mary,Davis,mary.davis415@company.com,555-636-5033,2024-04-21,MGR,121785.41,,155,1
416,Richard,Garcia,richard.garcia416@company.com,555-717-3534,2024-06-20,ENG,134154.25,,213,4
417,Mary,Martin,mary.martin417@company.com,555-520-4822,2024-05-24,SUP,62246.39,,140,2
418,Barbara,Rodriguez,barbara.rodriguez418@company.com,555-706-8017,2022-05-04,ENG,138354.89,,262,1
419,Thomas,Jackson,thomas.jackson419@company.com,555-182-8543,2024-08-22,FIN,96620.94,,194,5
420,Jennifer,Williams,jennifer.williams420@company.com,555-323-8808,2021-08-16,MGR,131224.67,,207,3
421,Charles,Williams,charles.williams421@company.com,555-742-6135,2021-06-08,REP,40666.55,0.05,285,5
422,Barbara,Brown,barbara.brown422@company.com,555-275-5507,2024-03-23,CEO,230133.28,,414,2
423,David,Martin,david.martin423@company.com,555-227-1239,2022-01-24,FIN,95859.07,,52,5
424,Robert,Jones,robert.jones424@company.com,555-703-1052,2022-09-13,REP,51376.89,0.1,388,1
425,Richard,Davis,richard.davis425@company.com,555-164-1587,2025-09-03,CEO,177153.95,,199,1
426,Jessica,Jackson,jessica.jackson426@company.com,555-532-4284,2024-10-04,ENG,137497.33,,177,6
427,Barbara,Taylor,barbara.taylor427@company.com,555-411-3832,2025-10-14,FIN,93681.22,,80,4
428,Linda,Martin,linda.martin428@company.com,555-748-4091,2022-03-31,HR,48411.84,,34,4
429,Karen,Jackson,karen.jackson429@company.com,555-910-9098,2021-06-08,REP,79161.08,0.15,71,2
430,John,Jones,john.jones430@company.com,555-977-7265,2022-04-23,FIN,87823.69,,39,5
431,Elizabeth,Williams,elizabeth.williams431@company.com,555-460-9161,2023-10-04,REP,89417.14,0.15,163,2
432,John,Williams,john.williams432@company.com,555-198-6147,2023-09-01,SUP,64996.98,,344,3
433,Sarah,Martin,sarah.martin433@company.com,555-591-5459,2021-08-31,FIN,78043.8,,178,2
434,Mary,Jones,mary.jones434@company.com,555-998-5580,2023-08-14,REP,61030.34,0.2,268,5
435,William,Taylor,william.taylor435@company.com,555-736-6548,2021-08-23,SUP,54185.4,,195,3
436,Barbara,Taylor,barbara.taylor436@company.com,555-154-2072,2025-05-16,CEO,382764.49,,145,5
437,John,Williams,john.williams437@company.com,555-438-7404,2021-10-03,MGR,113957.23,,30,6
438,Patricia,Rodriguez,patricia.rodriguez438@company.com,555-918-3842,2021-11-23,FIN,104300.16,,128,6
439,Jessica,Wilson,jessica.wilson439@company.com,555-680-5198,2025-07-21,SUP,60866.64,,374,3
440,Michael,Jones,michael.jones440@company.com,555-220-1127,2024-05-29,ENG,96623.99,,310,4
441,Joseph,Hernandez,joseph.hernandez441@company.com,555-251-7221,2021-10-31,REP,52151.91,0.05,94,4
442,Thomas,Miller,thomas.miller442@company.com,555-133-8152,2025-11-17,ENG,143941.43,,373,3
443,Karen,Smith,karen.smith443@company.com,555-207-3596,2024-11-05,SUP,44494.34,,236,1
444,John,Lopez,john.lopez444@company.com,555-127-9332,2022-04-16,ENG,127032.7,,9,5
445,Joseph,Williams,joseph.williams445@company.com,555-205-5536,2023-05-06,REP,85871.95,0.15,444,4
446,Patricia,Martin,patricia.martin446@company.com,555-486-2867,2023-03-08,ENG,137270.47,,197,5
447,William,Jackson,william.jackson447@company.com,555-688-6842,2022-07-31,MGR,112508.75,,58,5
448,Joseph,Davis,joseph.davis448@company.com,555-602-2280,2025-04-30,CEO,352702.65,,325,5
449,Patricia,Hernandez,patricia.hernandez449@company.com,555-212-6565,2024-07-22,REP,55125.1,0.1,249,1
450,Elizabeth,Miller,elizabeth.miller450@company.com,555-824-6446,2025-07-16,HR,65757.12,,117,3
451,Charles,Taylor,charles.taylor451@company.com,555-615-5778,2024-08-08,FIN,64238.38,,210,2
452,Richard,Jones,richard.jones452@company.com,555-503-4821,2022-04-14,FIN,95254.58,,131,1
453,Sarah,Thomas,sarah.thomas453@company.com,555-728-9925,2025-02-17,FIN,90647.17,,15,1
454,Patricia,Gonzalez,patricia.gonzalez454@company.com,555-814-1782,2025-05-26,MGR,124787.57,,18,4
455,Patricia,Anderson,patricia.anderson455@company.com,555-539-1596,2022-01-20,REP,75190.7,0.05,191,6
456,William,Anderson,william.anderson456@company.com,555-193-3995,2025-07-20,HR,52245.37,,32,1
457,William,Martin,william.martin457@company.com,555-688-6830,2021-10-12,CEO,293484.55,,272,4
458,Linda,Thomas,linda.thomas458@company.com,555-495-6776,2023-04-08,HR,61290.58,,249,1
459,William,Brown,william.brown459@company.com,555-100-2002,2022-04-25,FIN,109569.77,,193,2
460,Elizabeth,Jackson,elizabeth.jackson460@company.com,555-596-1156,2024-03-02,REP,86758.42,0.15,272,2
461,Jessica,Wilson,jessica.wilson461@company.com,555-975-2087,2024-08-07,HR,56518.48,,353,4
462,Thomas,Moore,thomas.moore462@company.com,555-543-5292,2021-02-18,ENG,98629.77,,421,2
463,Susan,Hernandez,susan.hernandez463@company.com,555-252-5720,2023-01-07,CEO,377528.69,,246,1
464,Susan,Rodriguez,susan.rodriguez464@company.com,555-215-1846,2021-12-10,ENG,109392.79,,321,1
465,Patricia,Rodriguez,patricia.rodriguez465@company.com,555-848-2457,2022-04-27,REP,77703.1,0.05,379,2
466,James,Williams,james.williams466@company.com,555-218-3103,2023-10-22,ENG,112473.54,,62,1
467,Karen,Garcia,karen.garcia467@company.com,555-341-2101,2024-04-11,SUP,52792.54,,165,4
468,Karen,Brown,karen.brown468@company.com,555-515-3153,2022-12-25,MGR,131630.81,,285,3
469,James,Thomas,james.thomas469@company.com,555-847-2427,2025-05-17,ENG,96641.39,,70,4
470,Michael,Jackson,michael.jackson470@company.com,555-832-2648,2025-01-13,FIN,89990.13,,192,4
471,Charles,Garcia,charles.garcia471@company.com,555-133-9308,2023-06-08,MGR,103407.86,,161,1
472,Elizabeth,Thomas,elizabeth.thomas472@company.com,555-660-3039,2025-06-10,FIN,109019.5,,316,1
473,Joseph,Smith,joseph.smith473@company.com,555-560-1634,2022-09-05,HR,56383.5,,197,1
474,Robert,Thomas,robert.thomas474@company.com,555-879-2840,2022-07-18,MGR,91966.6,,398,1
475,Jennifer,Anderson,jennifer.anderson475@company.com,555-729-2641,2023-06-24,REP,66165.31,0.1,285,1
476,William,Williams,william.williams476@company.com,555-741-2169,2025-01-27,ENG,77666.51,,310,2
477,Charles,Martinez,charles.martinez477@company.com,555-199-2358,2023-01-30,SUP,41682.52,,353,1
478,Sarah,Garcia,sarah.garcia478@company.com,555-454-7611,2021-12-29,SUP,59895.43,,189,3
479,Patricia,Martin,patricia.martin479@company.com,555-778-1426,2021-02-23,SUP,40224.75,,408,2
480,David,Gonzalez,david.gonzalez480@company.com,555-457-7882,2022-01-25,MGR,82941.22,,113,5
481,Jessica,Martinez,jessica.martinez481@company.com,555-306-3401,2025-09-25,CEO,421298.13,,318,3
482,James,Rodriguez,james.rodriguez482@company.com,555-526-4103,2021-09-28,MGR,137844.42,,35,6
483,Elizabeth,Brown,elizabeth.brown483@company.com,555-458-6342,2022-09-23,REP,42374.2,0.05,354,3
484,Mary,Moore,mary.moore484@company.com,555-790-7961,2022-01-29,ENG,88380.71,,186,6
485,Karen,Moore,karen.moore485@company.com,555-891-5386,2023-09-18,FIN,75081.56,,350,6
486,Mary,Williams,mary.williams486@company.com,555-830-6473,2021-02-12,ENG,113503.04,,436,2
487,James,Hernandez,james.hernandez487@company.com,555-254-6594,2025-11-22,ENG,107787.52,,382,6
488,John,Johnson,john.johnson488@company.com,555-470-6596,2022-04-05,ENG,154251.25,,416,2
489,Richard,Anderson,richard.anderson489@company.com,555-246-9702,2021-09-21,FIN,102363.25,,462,1
490,Karen,Brown,karen.brown490@company.com,555-419-1293,2024-06-23,SUP,60327.16,,464,5
491,Susan,Johnson,susan.johnson491@company.com,555-920-2436,2024-09-11,HR,72857.25,,349,1
492,Robert,Taylor,robert.taylor492@company.com,555-410-7940,2021-01-18,FIN,75203.42,,296,4
493,Michael,Smith,michael.smith493@company.com,555-131-3237,2022-08-31,FIN,96336.23,,66,5
494,Susan,Moore,susan.moore494@company.com,555-427-3414,2025-11-16,ENG,97625.78,,258,5
495,Susan,Rodriguez,susan.rodriguez495@company.com,555-953-9197,2021-07-17,ENG,138237.04,,413,1
496,James,Johnson,james.johnson496@company.com,555-225-7309,2025-05-01,SUP,40105.7,,351,1
497,Charles,Brown,charles.brown497@company.com,555-937-6580,2024-08-26,REP,73110.47,0.2,224,2
498,Elizabeth,Rodriguez,elizabeth.rodriguez498@company.com,555-365-7822,2021-05-29,MGR,136091.34,,259,5
499,Patricia,Garcia,patricia.garcia499@company.com,555-355-6925,2022-01-01,FIN,64753.29,,183,4
500,William,Brown,william.brown500@company.com,555-931-9339,2024-01-29,MGR,118317.51,,478,6
501,Thomas,Thomas,thomas.thomas501@company.com,555-196-2157,2021-06-19,MGR,124936.62,,251,5
502,Elizabeth,Taylor,elizabeth.taylor502@company.com,555-195-5613,2022-12-25,SUP,43994.35,,239,1
503,Mary,Rodriguez,mary.rodriguez503@company.com,555-874-7627,2025-12-21,SUP,35959.83,,203,5
504,Karen,Lopez,karen.lopez504@company.com,555-216-9695,2024-02-21,REP,79841.56,0.1,447,1
505,Elizabeth,Lopez,elizabeth.lopez505@company.com,555-372-4033,2021-10-06,HR,62238.25,,151,3
506,Charles,Smith,charles.smith506@company.com,555-224-5790,2021-09-01,ENG,116344.34,,433,4
507,Charles,Rodriguez,charles.rodriguez507@company.com,555-924-2259,2023-03-07,SUP,44940.62,,12,6
508,Joseph,Miller,joseph.miller508@company.com,555-363-8686,2025-06-17,FIN,100238.1,,327,6
509,William,Jackson,william.jackson509@company.com,555-264-1472,2024-09-16,ENG,152508.41,,302,4
510,Richard,Martinez,richard.martinez510@company.com,555-957-5420,2024-09-20,HR,84343.51,,360,5
511,Elizabeth,Gonzalez,elizabeth.gonzalez511@company.com,555-204-3756,2025-02-13,SUP,50306.58,,82,6
512,Jennifer,Martin,jennifer.martin512@company.com,555-738-8452,2023-01-28,CEO,418039.58,,20,5
513,James,Miller,james.miller513@company.com,555-697-4261,2022-03-25,FIN,85299.03,,360,1
514,Jessica,Martin,jessica.martin514@company.com,555-159-8575,2025-06-26,CEO,202362.85,,459,6
515,Sarah,Brown,sarah.brown515@company.com,555-966-5355,2024-10-30,ENG,99199.99,,107,5
516,Elizabeth,Gonzalez,elizabeth.gonzalez516@company.com,555-481-5240,2023-09-29,ENG,89044.88,,22,1
517,David,Williams,david.williams517@company.com,555-797-7813,2021-07-24,CEO,435192.97,,480,5
518,James,Johnson,james.johnson518@company.com,555-386-9637,2023-02-28,FIN,88927.77,,21,3
519,James,Lopez,james.lopez519@company.com,555-114-6421,2023-04-10,FIN,83560.25,,115,6
520,Thomas,Jackson,thomas.jackson520@company.com,555-246-5090,2024-05-23,MGR,124787.66,,500,5
521,Susan,Taylor,susan.taylor521@company.com,555-591-7303,2025-07-06,MGR,117626.07,,365,2
522,Jessica,Johnson,jessica.johnson522@company.com,555-545-7334,2021-10-30,REP,57996.79,0.15,428,6
523,Barbara,Wilson,barbara.wilson523@company.com,555-145-5589,2023-03-01,CEO,475450.46,,385,5
524,Robert,Wilson,robert.wilson524@company.com,555-788-9790,2023-09-08,SUP,35575.81,,471,2
525,Richard,Smith,richard.smith525@company.com,555-464-2129,2022-06-23,CEO,245537.05,,170,1
526,Richard,Taylor,richard.taylor526@company.com,555-254-1955,2025-05-10,HR,80657.68,,298,2
527,Mary,Davis,mary.davis527@company.com,555-275-4453,2025-12-03,CEO,377124.66,,57,6
528,James,Thomas,james.thomas528@company.com,555-989-3741,2022-12-09,CEO,443392.87,,420,3
529,Susan,Lopez,susan.lopez529@company.com,555-568-1283,2023-10-01,REP,53876.61,0.2,223,1
530,Karen,Lopez,karen.lopez530@company.com,555-625-6554,2023-06-02,FIN,73422.13,,153,3
531,Jennifer,Hernandez,jennifer.hernandez531@company.com,555-575-3158,2021-06-21,HR,48615.02,,456,1
532,Elizabeth,Taylor,elizabeth.taylor532@company.com,555-156-5125,2023-06-11,CEO,354595.74,,157,1
533,Thomas,Davis,thomas.davis533@company.com,555-150-9940,2022-03-29,CEO,324564.19,,217,5
534,John,Williams,john.williams534@company.com,555-334-4056,2025-03-20,FIN,61775.71,,458,4
535,Joseph,Martinez,joseph.martinez535@company.com,555-766-7632,2021-02-13,MGR,106145.31,,16,2
536,William,Smith,william.smith536@company.com,555-871-2615,2024-11-18,MGR,109733.53,,49,4
537,Jessica,Smith,jessica.smith537@company.com,555-229-9652,2021-04-25,CEO,297993.39,,338,5
538,David,Martin,david.martin538@company.com,555-328-4436,2024-12-09,SUP,35768.84,,280,4
539,Barbara,Martin,barbara.martin539@company.com,555-929-4625,2022-02-16,REP,51869.05,0.2,162,2
540,Robert,Brown,robert.brown540@company.com,555-616-1267,2023-02-14,REP,59239.16,0.1,168,2
541,David,Lopez,david.lopez541@company.com,555-850-7325,2021-03-15,HR,81902.71,,520,4
