address_id,customer_id,address_type,street_address,city,postal_code,country_id
1179,590,SHIPPING,837 Shipping Way,Toronto,96573,US
1180,590,BILLING,353 Billing Ave,Berlin,68466,UK
1181,591,SHIPPING,634 Shipping Way,London,33550,JP
1182,591,BILLING,980 Billing Ave,Paris,40935,US
1183,592,SHIPPING,655 Shipping Way,Phoenix,27535,US
1184,592,BILLING,209 Billing Ave,Phoenix,39347,US
1185,593,SHIPPING,684 Shipping Way,Phoenix,70058,CA
1186,593,BILLING,20 Billing Ave,Tokyo,18388,CA
1187,594,SHIPPING,830 Shipping Way,Toronto,39986,US
1188,594,BILLING,597 Billing Ave,Chicago,16389,UK
1189,595,SHIPPING,991 Shipping Way,Paris,23764,US
1190,595,BILLING,917 Billing Ave,Tokyo,71824,DE
1191,596,SHIPPING,936 Shipping Way,Los Angeles,84740,DE
1192,596,BILLING,419 Billing Ave,London,74991,JP
1193,597,SHIPPING,742 Shipping Way,Tokyo,58833,US
1194,597,BILLING,654 Billing Ave,Phoenix,11076,DE
1195,598,SHIPPING,283 Shipping Way,Houston,57569,CA
1196,598,BILLING,195 Billing Ave,Phoenix,69567,CA
1197,599,SHIPPING,267 Shipping Way,Paris,46311,US
1198,599,BILLING,516 Billing Ave,New York,13363,UK
1199,600,SHIPPING,869 Shipping Way,Tokyo,73695,DE
1200,600,BILLING,664 Billing Ave,Tokyo,93511,UK
1201,601,SHIPPING,461 Shipping Way,Phoenix,71306,US
1202,601,BILLING,329 Billing Ave,London,17738,JP
1203,602,SHIPPING,946 Shipping Way,Phoenix,84213,US
1204,602,BILLING,279 Billing Ave,Tokyo,26962,DE
1205,603,SHIPPING,152 Shipping Way,Houston,12788,JP
1206,603,BILLING,774 Billing Ave,Chicago,38006,JP
1207,604,SHIPPING,737 Shipping Way,London,80359,JP
1208,604,BILLING,576 Billing Ave,Los Angeles,47108,JP
1209,605,SHIPPING,431 Shipping Way,Houston,80958,CA
1210,605,BILLING,321 Billing Ave,Phoenix,25804,US
1211,606,SHIPPING,819 Shipping Way,London,91038,UK
1212,606,BILLING,748 Billing Ave,Paris,51139,US
1213,607,SHIPPING,509 Shipping Way,Houston,73571,CA
1214,607,BILLING,409 Billing Ave,Houston,18510,CA
1215,608,SHIPPING,689 Shipping Way,New York,60801,US
1216,608,BILLING,24 Billing Ave,Paris,38440,UK
1217,609,SHIPPING,210 Shipping Way,Phoenix,57953,JP
1218,609,BILLING,843 Billing Ave,Paris,50749,JP
1219,610,SHIPPING,67 Shipping Way,Toronto,99937,DE
1220,610,BILLING,602 Billing Ave,Los Angeles,74525,JP
1221,611,SHIPPING,517 Shipping Way,London,56997,DE
1222,611,BILLING,747 Billing Ave,Houston,95596,UK
1223,612,SHIPPING,436 Shipping Way,Houston,59150,DE
1224,612,BILLING,606 Billing Ave,Tokyo,42125,US
1225,613,SHIPPING,813 Shipping Way,Tokyo,82319,US
1226,613,BILLING,915 Billing Ave,London,17603,US
1227,614,SHIPPING,419 Shipping Way,Phoenix,17714,DE
1228,614,BILLING,957 Billing Ave,New York,50648,DE
1229,615,SHIPPING,711 Shipping Way,Toronto,87100,UK
1230,615,BILLING,874 Billing Ave,Toronto,18453,UK
1231,616,SHIPPING,640 Shipping Way,Phoenix,49096,JP
1232,616,BILLING,428 Billing Ave,Los Angeles,13627,CA
1233,617,SHIPPING,116 Shipping Way,New York,99437,CA
1234,617,BILLING,398 Billing Ave,Berlin,12944,DE
1235,618,SHIPPING,171 Shipping Way,London,89681,UK
1236,618,BILLING,156 Billing Ave,Toronto,47309,CA
1237,619,SHIPPING,911 Shipping Way,Phoenix,60250,DE
1238,619,BILLING,333 Billing Ave,Houston,36680,US
1239,620,SHIPPING,631 Shipping Way,Los Angeles,61282,US
1240,620,BILLING,460 Billing Ave,Los Angeles,54456,US
1241,621,SHIPPING,808 Shipping Way,Toronto,62666,UK
1242,621,BILLING,653 Billing Ave,Toronto,58696,UK
1243,622,SHIPPING,418 Shipping Way,New York,73473,UK
1244,622,BILLING,776 Billing Ave,Chicago,34267,UK
1245,623,SHIPPING,748 Shipping Way,Berlin,97189,DE
1246,623,BILLING,503 Billing Ave,Paris,77777,US
1247,624,SHIPPING,983 Shipping Way,Paris,53629,JP
1248,624,BILLING,808 Billing Ave,Toronto,51033,UK
1249,625,SHIPPING,750 Shipping Way,Tokyo,30794,US
1250,625,BILLING,883 Billing Ave,London,51222,CA
1251,626,SHIPPING,618 Shipping Way,Phoenix,21592,DE
1252,626,BILLING,962 Billing Ave,New York,69671,CA
1253,627,SHIPPING,922 Shipping Way,New York,30893,CA
1254,627,BILLING,403 Billing Ave,Los Angeles,86765,JP
1255,628,SHIPPING,186 Shipping Way,Houston,38453,US
1256,628,BILLING,290 Billing Ave,Toronto,12003,UK
1257,629,SHIPPING,973 Shipping Way,Paris,73513,UK
1258,629,BILLING,585 Billing Ave,Toronto,93691,CA
1259,630,SHIPPING,302 Shipping Way,Toronto,74395,US
1260,630,BILLING,280 Billing Ave,New York,69818,US
1261,631,SHIPPING,965 Shipping Way,Berlin,33429,UK
1262,631,BILLING,391 Billing Ave,Phoenix,87795,JP
1263,632,SHIPPING,840 Shipping Way,Chicago,56388,JP
1264,632,BILLING,885 Billing Ave,Phoenix,66938,UK
1265,633,SHIPPING,566 Shipping Way,Chicago,85488,DE
1266,633,BILLING,494 Billing Ave,Tokyo,80632,DE
1267,634,SHIPPING,465 Shipping Way,Tokyo,26156,CA
1268,634,BILLING,691 Billing Ave,London,87761,US
1269,635,SHIPPING,495 Shipping Way,Paris,82477,DE
1270,635,BILLING,210 Billing Ave,Phoenix,94860,UK
1271,636,SHIPPING,935 Shipping Way,Phoenix,77503,DE
1272,636,BILLING,696 Billing Ave,Chicago,14471,UK
1273,637,SHIPPING,975 Shipping Way,London,24475,JP
1274,637,BILLING,795 Billing Ave,New York,37355,DE
1275,638,SHIPPING,318 Shipping Way,New York,52471,JP
1276,638,BILLING,638 Billing Ave,Paris,35627,UK
1277,639,SHIPPING,399 Shipping Way,Berlin,99103,CA
1278,639,BILLING,90 Billing Ave,Berlin,15720,CA
1279,640,SHIPPING,560 Shipping Way,Toronto,70706,JP
1280,640,BILLING,282 Billing Ave,Chicago,70528,DE
1281,641,SHIPPING,20 Shipping Way,Paris,28014,US
1282,641,BILLING,170 Billing Ave,London,34868,DE
1283,642,SHIPPING,104 Shipping Way,Paris,61947,DE
1284,642,BILLING,829 Billing Ave,Los Angeles,89378,US
1285,643,SHIPPING,856 Shipping Way,Berlin,87270,DE
1286,643,BILLING,730 Billing Ave,Houston,77297,CA
1287,644,SHIPPING,747 Shipping Way,New York,95839,JP
1288,644,BILLING,192 Billing Ave,Houston,36343,UK
1289,645,SHIPPING,610 Shipping Way,London,48500,CA
1290,645,BILLING,71 Billing Ave,New York,57309,UK
1291,646,SHIPPING,247 Shipping Way,Los Angeles,74407,DE
1292,646,BILLING,768 Billing Ave,Berlin,69059,DE
1293,647,SHIPPING,533 Shipping Way,Berlin,27906,JP
1294,647,BILLING,782 Billing Ave,Houston,93281,CA
1295,648,SHIPPING,752 Shipping Way,Houston,25355,US
1296,648,BILLING,565 Billing Ave,New York,94516,US
1297,649,SHIPPING,194 Shipping Way,Houston,93203,DE
1298,649,BILLING,738 Billing Ave,Chicago,36289,UK
1299,650,SHIPPING,350 Shipping Way,Berlin,30390,CA
1300,650,BILLING,276 Billing Ave,New York,25410,CA
1301,651,SHIPPING,218 Shipping Way,Paris,85723,UK
1302,651,BILLING,906 Billing Ave,London,13636,CA
1303,652,SHIPPING,699 Shipping Way,London,99188,JP
1304,652,BILLING,417 Billing Ave,Tokyo,83800,DE
1305,653,SHIPPING,955 Shipping Way,Chicago,91537,CA
1306,653,BILLING,176 Billing Ave,Paris,28576,DE
1307,654,SHIPPING,612 Shipping Way,New York,98262,CA
1308,654,BILLING,895 Billing Ave,London,24743,DE
1309,655,SHIPPING,872 Shipping Way,Los Angeles,50661,DE
1310,655,BILLING,393 Billing Ave,Phoenix,98927,JP
1311,656,SHIPPING,696 Shipping Way,Los Angeles,49993,JP
1312,656,BILLING,284 Billing Ave,Toronto,49438,CA
1313,657,SHIPPING,539 Shipping Way,Toronto,73934,US
1314,657,BILLING,422 Billing Ave,Tokyo,58258,JP
1315,658,SHIPPING,827 Shipping Way,Berlin,28087,CA
1316,658,BILLING,733 Billing Ave,London,38948,CA
1317,659,SHIPPING,78 Shipping Way,Berlin,19984,DE
1318,659,BILLING,429 Billing Ave,London,20985,UK
1319,660,SHIPPING,632 Shipping Way,Berlin,84046,CA
1320,660,BILLING,244 Billing Ave,Berlin,17971,CA
1321,661,SHIPPING,472 Shipping Way,Paris,52701,UK
1322,661,BILLING,542 Billing Ave,Los Angeles,60735,CA
1323,662,SHIPPING,375 Shipping Way,Paris,79209,UK
1324,662,BILLING,783 Billing Ave,Berlin,77759,CA
1325,663,SHIPPING,536 Shipping Way,Los Angeles,53686,CA
1326,663,BILLING,200 Billing Ave,Los Angeles,22808,US
1327,664,SHIPPING,824 Shipping Way,New York,46062,CA
1328,664,BILLING,502 Billing Ave,Phoenix,88306,US
1329,665,SHIPPING,153 Shipping Way,Tokyo,28912,DE
1330,665,BILLING,361 Billing Ave,Berlin,14956,CA
1331,666,SHIPPING,556 Shipping Way,Phoenix,43046,JP
1332,666,BILLING,161 Billing Ave,Phoenix,29057,CA
1333,667,SHIPPING,303 Shipping Way,Tokyo,62556,US
1334,667,BILLING,333 Billing Ave,Paris,63834,UK
1335,668,SHIPPING,602 Shipping Way,Toronto,70429,US
1336,668,BILLING,183 Billing Ave,Toronto,20541,CA
1337,669,SHIPPING,990 Shipping Way,Tokyo,53946,US
1338,669,BILLING,79 Billing Ave,Berlin,65415,US
1339,670,SHIPPING,389 Shipping Way,Tokyo,16274,US
1340,670,BILLING,613 Billing Ave,Tokyo,90936,UK
1341,671,SHIPPING,161 Shipping Way,Los Angeles,92751,DE
1342,671,BILLING,921 Billing Ave,Chicago,55603,DE
1343,672,SHIPPING,104 Shipping Way,London,35750,US
1344,672,BILLING,660 Billing Ave,Chicago,37747,UK
1345,673,SHIPPING,906 Shipping Way,Los Angeles,85257,JP
1346,673,BILLING,860 Billing Ave,Los Angeles,89371,JP
1347,674,SHIPPING,243 Shipping Way,Paris,92415,CA
1348,674,BILLING,894 Billing Ave,Toronto,84626,UK
1349,675,SHIPPING,587 Shipping Way,London,48766,CA
1350,675,BILLING,88 Billing Ave,Tokyo,70412,US
1351,676,SHIPPING,867 Shipping Way,Chicago,65492,UK
1352,676,BILLING,440 Billing Ave,London,62979,DE
1353,677,SHIPPING,300 Shipping Way,Los Angeles,98047,CA
1354,677,BILLING,285 Billing Ave,Houston,80522,DE
1355,678,SHIPPING,461 Shipping Way,Houston,63047,UK
1356,678,BILLING,566 Billing Ave,Toronto,41270,US
1357,679,SHIPPING,356 Shipping Way,Los Angeles,21661,CA
1358,679,BILLING,679 Billing Ave,Tokyo,49977,DE
1359,680,SHIPPING,202 Shipping Way,Berlin,85873,JP
1360,680,BILLING,625 Billing Ave,Paris,73898,DE
1361,681,SHIPPING,987 Shipping Way,Paris,67774,CA
1362,681,BILLING,15 Billing Ave,Los Angeles,33322,DE
1363,682,SHIPPING,550 Shipping Way,Los Angeles,73008,DE
1364,682,BILLING,620 Billing Ave,Tokyo,73270,CA
1365,683,SHIPPING,582 Shipping Way,Paris,77619,DE
1366,683,BILLING,948 Billing Ave,Paris,34636,DE
1367,684,SHIPPING,307 Shipping Way,Berlin,80263,JP
1368,684,BILLING,164 Billing Ave,Phoenix,47788,CA
1369,685,SHIPPING,660 Shipping Way,Houston,80564,US
1370,685,BILLING,301 Billing Ave,Paris,13434,JP
1371,686,SHIPPING,890 Shipping Way,Paris,47389,US
1372,686,BILLING,480 Billing Ave,Tokyo,19974,US
1373,687,SHIPPING,961 Shipping Way,Berlin,83565,JP
1374,687,BILLING,528 Billing Ave,London,48106,US
1375,688,SHIPPING,339 Shipping Way,Tokyo,22248,UK
1376,688,BILLING,737 Billing Ave,London,43646,CA
1377,689,SHIPPING,926 Shipping Way,Paris,30980,US
1378,689,BILLING,10 Billing Ave,Phoenix,55442,UK
1379,690,SHIPPING,870 Shipping Way,New York,91084,CA
1380,690,BILLING,935 Billing Ave,Toronto,80834,UK
1381,691,SHIPPING,413 Shipping Way,Paris,34258,US
1382,691,BILLING,37 Billing Ave,Phoenix,56699,CA
1383,692,SHIPPING,143 Shipping Way,New York,38120,CA
1384,692,BILLING,560 Billing Ave,Chicago,47859,JP
1385,693,SHIPPING,117 Shipping Way,Los Angeles,21706,DE
1386,693,BILLING,417 Billing Ave,Los Angeles,54572,CA
1387,694,SHIPPING,951 Shipping Way,Phoenix,35967,JP
1388,694,BILLING,984 Billing Ave,Tokyo,51037,DE
1389,695,SHIPPING,316 Shipping Way,Berlin,81438,UK
1390,695,BILLING,977 Billing Ave,Phoenix,54878,US
1391,696,SHIPPING,497 Shipping Way,Houston,56498,DE
1392,696,BILLING,27 Billing Ave,Toronto,82503,UK
1393,697,SHIPPING,889 Shipping Way,London,47595,UK
1394,697,BILLING,410 Billing Ave,Berlin,75479,JP
1395,698,SHIPPING,341 Shipping Way,Berlin,63568,CA
1396,698,BILLING,100 Billing Ave,Phoenix,51245,JP
1397,699,SHIPPING,983 Shipping Way,Paris,32484,UK
1398,699,BILLING,304 Billing Ave,Houston,30127,JP
1399,700,SHIPPING,636 Shipping Way,Houston,52809,DE
1400,700,BILLING,578 Billing Ave,Berlin,25332,CA
1401,701,SHIPPING,609 Shipping Way,New York,81931,UK
1402,701,BILLING,811 Billing Ave,Chicago,78511,UK
1403,702,SHIPPING,699 Shipping Way,Houston,95548,UK
1404,702,BILLING,149 Billing Ave,Phoenix,75556,UK
1405,703,SHIPPING,309 Shipping Way,Tokyo,71012,US
1406,703,BILLING,119 Billing Ave,London,25713,CA
1407,704,SHIPPING,13 Shipping Way,Tokyo,25615,US
1408,704,BILLING,358 Billing Ave,Tokyo,82361,CA
1409,705,SHIPPING,472 Shipping Way,Tokyo,20461,DE
1410,705,BILLING,378 Billing Ave,New York,97320,US
1411,706,SHIPPING,139 Shipping Way,Phoenix,67165,US
1412,706,BILLING,501 Billing Ave,Chicago,36415,US
1413,707,SHIPPING,937 Shipping Way,Paris,91859,CA
1414,707,BILLING,479 Billing Ave,Houston,59868,UK
1415,708,SHIPPING,927 Shipping Way,Chicago,98681,US
1416,708,BILLING,149 Billing Ave,Phoenix,61958,JP
1417,709,SHIPPING,161 Shipping Way,New York,90485,DE
1418,709,BILLING,82 Billing Ave,Los Angeles,78736,JP
1419,710,SHIPPING,961 Shipping Way,Houston,29746,CA
1420,710,BILLING,437 Billing Ave,Houston,12094,CA
1421,711,SHIPPING,293 Shipping Way,London,92514,JP
1422,711,BILLING,193 Billing Ave,New York,30251,US
1423,712,SHIPPING,239 Shipping Way,Los Angeles,86889,UK
1424,712,BILLING,284 Billing Ave,Berlin,41741,CA
1425,713,SHIPPING,175 Shipping Way,New York,60105,US
1426,713,BILLING,130 Billing Ave,Tokyo,43128,DE
1427,714,SHIPPING,579 Shipping Way,Chicago,32439,JP
1428,714,BILLING,388 Billing Ave,Los Angeles,78023,US
1429,715,SHIPPING,307 Shipping Way,London,73221,US
1430,715,BILLING,935 Billing Ave,Paris,71853,UK
1431,716,SHIPPING,354 Shipping Way,Berlin,82886,CA
1432,716,BILLING,449 Billing Ave,Toronto,69780,CA
1433,717,SHIPPING,618 Shipping Way,Houston,44592,DE
1434,717,BILLING,132 Billing Ave,Berlin,56283,US
1435,718,SHIPPING,312 Shipping Way,Tokyo,84227,UK
1436,718,BILLING,433 Billing Ave,Chicago,95403,US
1437,719,SHIPPING,379 Shipping Way,Los Angeles,13691,CA
1438,719,BILLING,482 Billing Ave,Toronto,16810,UK
1439,720,SHIPPING,271 Shipping Way,Paris,31127,CA
1440,720,BILLING,125 Billing Ave,Toronto,42542,CA
1441,721,SHIPPING,552 Shipping Way,Berlin,80159,UK
1442,721,BILLING,761 Billing Ave,New York,34517,US
1443,722,SHIPPING,228 Shipping Way,Tokyo,77275,DE
1444,722,BILLING,389 Billing Ave,London,33050,US
1445,723,SHIPPING,416 Shipping Way,Toronto,73796,DE
1446,723,BILLING,258 Billing Ave,Berlin,77668,CA
1447,724,SHIPPING,542 Shipping Way,Toronto,79161,DE
1448,724,BILLING,856 Billing Ave,Tokyo,60246,JP
1449,725,SHIPPING,904 Shipping Way,Toronto,33007,UK
1450,725,BILLING,794 Billing Ave,Chicago,17127,JP
1451,726,SHIPPING,650 Shipping Way,Los Angeles,52312,JP
1452,726,BILLING,880 Billing Ave,Phoenix,87626,UK
1453,727,SHIPPING,66 Shipping Way,Phoenix,95703,CA
1454,727,BILLING,10 Billing Ave,New York,65512,JP
1455,728,SHIPPING,869 Shipping Way,Houston,58795,UK
1456,728,BILLING,510 Billing Ave,London,37684,JP
1457,729,SHIPPING,57 Shipping Way,Phoenix,34827,DE
1458,729,BILLING,154 Billing Ave,Tokyo,16582,CA
1459,730,SHIPPING,351 Shipping Way,Los Angeles,12262,UK
1460,730,BILLING,445 Billing Ave,Paris,35090,JP
1461,731,SHIPPING,990 Shipping Way,Tokyo,91727,JP
1462,731,BILLING,688 Billing Ave,New York,11889,UK
1463,732,SHIPPING,233 Shipping Way,Toronto,23978,DE
1464,732,BILLING,659 Billing Ave,Toronto,50928,JP
1465,733,SHIPPING,590 Shipping Way,Toronto,61950,UK
1466,733,BILLING,124 Billing Ave,London,24780,UK
1467,734,SHIPPING,255 Shipping Way,Chicago,97001,JP
1468,734,BILLING,215 Billing Ave,Chicago,29621,DE
1469,735,SHIPPING,192 Shipping Way,Phoenix,52104,CA
1470,735,BILLING,546 Billing Ave,Phoenix,48608,UK
1471,736,SHIPPING,986 Shipping Way,Los Angeles,14680,DE
1472,736,BILLING,232 Billing Ave,Phoenix,37468,US
1473,737,SHIPPING,976 Shipping Way,Phoenix,32416,DE
1474,737,BILLING,462 Billing Ave,Phoenix,93191,US
1475,738,SHIPPING,84 Shipping Way,Berlin,79118,JP
1476,738,BILLING,856 Billing Ave,Berlin,59460,CA
1477,739,SHIPPING,252 Shipping Way,New York,12850,CA
1478,739,BILLING,831 Billing Ave,Paris,80375,JP
1479,740,SHIPPING,178 Shipping Way,Paris,48032,UK
1480,740,BILLING,90 Billing Ave,Paris,70006,US
1481,741,SHIPPING,490 Shipping Way,London,41979,UK
1482,741,BILLING,68 Billing Ave,Tokyo,95426,DE
1483,742,SHIPPING,461 Shipping Way,Toronto,28367,US
1484,742,BILLING,303 Billing Ave,Berlin,41153,CA
1485,743,SHIPPING,430 Shipping Way,Los Angeles,34166,UK
1486,743,BILLING,528 Billing Ave,Houston,71985,UK
1487,744,SHIPPING,700 Shipping Way,Houston,26644,CA
1488,744,BILLING,528 Billing Ave,Tokyo,64753,UK
1489,745,SHIPPING,458 Shipping Way,Houston,17100,JP
1490,745,BILLING,910 Billing Ave,Chicago,60790,JP
1491,746,SHIPPING,460 Shipping Way,Houston,14771,US
1492,746,BILLING,870 Billing Ave,Toronto,82276,US
1493,747,SHIPPING,971 Shipping Way,Paris,75255,US
1494,747,BILLING,150 Billing Ave,New York,28368,DE
1495,748,SHIPPING,279 Shipping Way,Phoenix,22445,CA
1496,748,BILLING,764 Billing Ave,Chicago,35438,UK
1497,749,SHIPPING,585 Shipping Way,Toronto,24934,DE
1498,749,BILLING,46 Billing Ave,London,68660,US
1499,750,SHIPPING,858 Shipping Way,Chicago,94960,JP
1500,750,BILLING,14 Billing Ave,Paris,46897,CA
1501,751,SHIPPING,998 Shipping Way,Chicago,44235,JP
1502,751,BILLING,427 Billing Ave,Paris,56702,JP
1503,752,SHIPPING,935 Shipping Way,Toronto,38985,DE
1504,752,BILLING,491 Billing Ave,Phoenix,65729,UK
1505,753,SHIPPING,743 Shipping Way,Paris,75155,UK
1506,753,BILLING,466 Billing Ave,London,92298,UK
1507,754,SHIPPING,758 Shipping Way,Tokyo,42961,DE
1508,754,BILLING,630 Billing Ave,Chicago,68737,CA
1509,755,SHIPPING,596 Shipping Way,Houston,47008,UK
1510,755,BILLING,923 Billing Ave,Phoenix,57050,CA
1511,756,SHIPPING,414 Shipping Way,New York,32465,JP
1512,756,BILLING,727 Billing Ave,Houston,17277,DE
1513,757,SHIPPING,521 Shipping Way,New York,60841,DE
1514,757,BILLING,235 Billing Ave,Los Angeles,96391,UK
1515,758,SHIPPING,205 Shipping Way,Phoenix,40506,DE
1516,758,BILLING,623 Billing Ave,Tokyo,86389,UK
1517,759,SHIPPING,957 Shipping Way,Houston,62965,DE
1518,759,BILLING,532 Billing Ave,Houston,71672,UK
1519,760,SHIPPING,524 Shipping Way,Phoenix,91334,CA
1520,760,BILLING,317 Billing Ave,Paris,98792,UK
1521,761,SHIPPING,736 Shipping Way,New York,77708,DE
1522,761,BILLING,452 Billing Ave,Paris,94096,DE
1523,762,SHIPPING,17 Shipping Way,Berlin,19127,US
1524,762,BILLING,878 Billing Ave,Los Angeles,30718,US
1525,763,SHIPPING,242 Shipping Way,Houston,60992,DE
1526,763,BILLING,725 Billing Ave,Los Angeles,63873,JP
1527,764,SHIPPING,443 Shipping Way,Toronto,92086,UK
1528,764,BILLING,519 Billing Ave,Paris,44711,CA
1529,765,SHIPPING,346 Shipping Way,Phoenix,67459,UK
1530,765,BILLING,744 Billing Ave,Chicago,70057,DE
1531,766,SHIPPING,458 Shipping Way,New York,45098,DE
1532,766,BILLING,42 Billing Ave,Paris,34816,CA
1533,767,SHIPPING,503 Shipping Way,Chicago,53388,DE
1534,767,BILLING,570 Billing Ave,New York,75076,DE
1535,768,SHIPPING,642 Shipping Way,Paris,65802,JP
1536,768,BILLING,10 Billing Ave,Los Angeles,87497,UK
1537,769,SHIPPING,656 Shipping Way,Tokyo,55297,DE
1538,769,BILLING,269 Billing Ave,Berlin,15011,CA
1539,770,SHIPPING,853 Shipping Way,Berlin,45977,JP
1540,770,BILLING,558 Billing Ave,Chicago,87724,US
1541,771,SHIPPING,978 Shipping Way,New York,29880,UK
1542,771,BILLING,37 Billing Ave,Phoenix,13279,CA
1543,772,SHIPPING,763 Shipping Way,Los Angeles,46164,JP
1544,772,BILLING,625 Billing Ave,London,67911,US
1545,773,SHIPPING,468 Shipping Way,Phoenix,73213,CA
1546,773,BILLING,387 Billing Ave,Phoenix,83896,US
1547,774,SHIPPING,148 Shipping Way,Los Angeles,83699,UK
1548,774,BILLING,796 Billing Ave,Paris,12757,JP
1549,775,SHIPPING,877 Shipping Way,Paris,68339,US
1550,775,BILLING,794 Billing Ave,Tokyo,84428,US
1551,776,SHIPPING,385 Shipping Way,New York,54363,UK
1552,776,BILLING,151 Billing Ave,Los Angeles,29056,UK
1553,777,SHIPPING,289 Shipping Way,London,85533,CA
1554,777,BILLING,991 Billing Ave,Phoenix,61318,US
1555,778,SHIPPING,642 Shipping Way,Paris,88742,DE
1556,778,BILLING,799 Billing Ave,Houston,50482,US
1557,779,SHIPPING,910 Shipping Way,Tokyo,49651,US
1558,779,BILLING,840 Billing Ave,Phoenix,43504,JP
1559,780,SHIPPING,188 Shipping Way,Tokyo,99610,DE
1560,780,BILLING,216 Billing Ave,New York,67326,DE
1561,781,SHIPPING,437 Shipping Way,London,90706,UK
1562,781,BILLING,823 Billing Ave,Houston,35902,UK
1563,782,SHIPPING,938 Shipping Way,New York,68720,US
1564,782,BILLING,969 Billing Ave,Tokyo,75154,UK
1565,783,SHIPPING,679 Shipping Way,Tokyo,53843,DE
1566,783,BILLING,26 Billing Ave,Tokyo,30390,JP
1567,784,SHIPPING,912 Shipping Way,Houston,60334,JP
1568,784,BILLING,603 Billing Ave,Paris,42721,UK
1569,785,SHIPPING,598 Shipping Way,Paris,47936,CA
1570,785,BILLING,624 Billing Ave,Chicago,76115,US
1571,786,SHIPPING,177 Shipping Way,New York,10172,DE
1572,786,BILLING,152 Billing Ave,London,55707,UK
1573,787,SHIPPING,312 Shipping Way,London,62221,CA
1574,787,BILLING,334 Billing Ave,Toronto,41022,CA
1575,788,SHIPPING,806 Shipping Way,New York,44327,JP
1576,788,BILLING,54 Billing Ave,Houston,13050,US
1577,789,SHIPPING,718 Shipping Way,Chicago,39229,DE
1578,789,BILLING,599 Billing Ave,Los Angeles,31989,US
1579,790,SHIPPING,725 Shipping Way,New York,60081,UK
1580,790,BILLING,234 Billing Ave,Tokyo,85089,JP
1581,791,SHIPPING,997 Shipping Way,London,33397,DE
1582,791,BILLING,782 Billing Ave,Los Angeles,99412,UK
1583,792,SHIPPING,683 Shipping Way,Tokyo,63547,UK
1584,792,BILLING,388 Billing Ave,Phoenix,84511,UK
1585,793,SHIPPING,623 Shipping Way,New York,28491,JP
1586,793,BILLING,854 Billing Ave,Houston,15847,JP
1587,794,SHIPPING,787 Shipping Way,Berlin,11149,DE
1588,794,BILLING,90 Billing Ave,Toronto,75239,DE
1589,795,SHIPPING,393 Shipping Way,Paris,40832,DE
1590,795,BILLING,414 Billing Ave,Los Angeles,35758,DE
1591,796,SHIPPING,939 Shipping Way,Houston,73580,UK
1592,796,BILLING,701 Billing Ave,Chicago,39345,CA
1593,797,SHIPPING,371 Shipping Way,New York,22925,JP
1594,797,BILLING,70 Billing Ave,New York,59123,UK
1595,798,SHIPPING,321 Shipping Way,Berlin,27639,UK
1596,798,BILLING,151 Billing Ave,Houston,63454,UK
1597,799,SHIPPING,457 Shipping Way,Chicago,16995,DE
1598,799,BILLING,133 Billing Ave,New York,38916,DE
1599,800,SHIPPING,447 Shipping Way,Phoenix,79276,US
1600,800,BILLING,209 Billing Ave,Paris,74852,DE
1601,801,SHIPPING,372 Shipping Way,Los Angeles,19841,JP
1602,801,BILLING,730 Billing Ave,London,42076,UK
1603,802,SHIPPING,965 Shipping Way,Houston,87669,DE
1604,802,BILLING,106 Billing Ave,London,23017,DE
1605,803,SHIPPING,950 Shipping Way,Chicago,71245,US
1606,803,BILLING,427 Billing Ave,New York,32851,CA
1607,804,SHIPPING,380 Shipping Way,Tokyo,84761,CA
1608,804,BILLING,812 Billing Ave,Paris,13335,US
1609,805,SHIPPING,971 Shipping Way,Tokyo,43773,DE
1610,805,BILLING,60 Billing Ave,Phoenix,71016,UK
1611,806,SHIPPING,915 Shipping Way,Toronto,51422,CA
1612,806,BILLING,271 Billing Ave,Phoenix,91471,JP
1613,807,SHIPPING,64 Shipping Way,Houston,56406,US
1614,807,BILLING,741 Billing Ave,Toronto,39104,US
1615,808,SHIPPING,682 Shipping Way,Houston,26291,CA
1616,808,BILLING,513 Billing Ave,Phoenix,47786,CA
1617,809,SHIPPING,771 Shipping Way,New York,46369,US
1618,809,BILLING,10 Billing Ave,Tokyo,95242,UK
1619,810,SHIPPING,358 Shipping Way,Houston,92195,UK
1620,810,BILLING,548 Billing Ave,Paris,66204,UK
1621,811,SHIPPING,621 Shipping Way,Paris,53303,US
1622,811,BILLING,490 Billing Ave,Phoenix,59657,JP
1623,812,SHIPPING,825 Shipping Way,London,43711,JP
1624,812,BILLING,480 Billing Ave,Tokyo,62299,US
1625,813,SHIPPING,241 Shipping Way,Toronto,24352,JP
1626,813,BILLING,440 Billing Ave,Chicago,44691,JP
1627,814,SHIPPING,327 Shipping Way,Chicago,79274,UK
1628,814,BILLING,318 Billing Ave,Berlin,62374,JP
1629,815,SHIPPING,13 Shipping Way,Los Angeles,67720,CA
1630,815,BILLING,893 Billing Ave,London,39951,UK
1631,816,SHIPPING,83 Shipping Way,Phoenix,34361,US
1632,816,BILLING,781 Billing Ave,Berlin,55962,DE
1633,817,SHIPPING,87 Shipping Way,Berlin,69821,DE
1634,817,BILLING,857 Billing Ave,Toronto,62972,JP
1635,818,SHIPPING,45 Shipping Way,Phoenix,16256,UK
